"","gene_id","n"
"1928","ENSG00000204217",3
"1929","ENSG00000204262",2
"1930","ENSG00000204287",3
"1931","ENSG00000204314",4
"1932","ENSG00000204388",2
"1933","ENSG00000204389",3
"1934","ENSG00000204435",2
"1935","ENSG00000204580",3
"1936","ENSG00000204592",2
"1937","ENSG00000204628",3
"1938","ENSG00000204655",3
"1939","ENSG00000204681",4
"1940","ENSG00000204843",4
"1941","ENSG00000204851",4
"1942","ENSG00000204899",2
"1943","ENSG00000205336",2
"1944","ENSG00000205364",4
"1945","ENSG00000205542",4
"1946","ENSG00000205704",2
"1947","ENSG00000205937",4
"1948","ENSG00000206052",2
"1949","ENSG00000206172",3
"1950","ENSG00000206503",2
"1951","ENSG00000207955",3
"1952","ENSG00000211450",4
"1953","ENSG00000211584",4
"1954","ENSG00000212907",4
"1955","ENSG00000213190",4
"1956","ENSG00000213465",4
"1957","ENSG00000213585",4
"1958","ENSG00000213619",3
"1959","ENSG00000213639",4
"1960","ENSG00000213741",4
"1961","ENSG00000213760",4
"1962","ENSG00000213983",2
"1963","ENSG00000214253",4
"1964","ENSG00000214279",2
"1965","ENSG00000214517",2
"1966","ENSG00000214548",4
"1967","ENSG00000214736",2
"1968","ENSG00000215218",4
"1969","ENSG00000215252",2
"1970","ENSG00000215788",2
"1971","ENSG00000215845",3
"1972","ENSG00000219200",4
"1973","ENSG00000219438",3
"1974","ENSG00000220205",4
"1975","ENSG00000221823",3
"1976","ENSG00000221866",2
"1977","ENSG00000221869",3
"1978","ENSG00000221890",4
"1979","ENSG00000221946",4
"1980","ENSG00000221983",3
"1981","ENSG00000224032",2
"1982","ENSG00000224078",4
"1983","ENSG00000224531",2
"1984","ENSG00000224877",2
"1985","ENSG00000225465",2
"1986","ENSG00000225783",2
"1987","ENSG00000227051",2
"1988","ENSG00000227544",2
"1989","ENSG00000228253",4
"1990","ENSG00000228474",3
"1991","ENSG00000229117",4
"1992","ENSG00000229807",2
"1993","ENSG00000229833",3
"1994","ENSG00000230989",2
"1995","ENSG00000231500",4
"1996","ENSG00000232112",4
"1997","ENSG00000232119",4
"1998","ENSG00000232388",2
"1999","ENSG00000232859",3
"2000","ENSG00000233016",2
"2001","ENSG00000233927",4
"2002","ENSG00000234745",2
"2003","ENSG00000236154",2
"2004","ENSG00000237289",2
"2005","ENSG00000237949",4
"2006","ENSG00000239672",4
"2007","ENSG00000239911",3
"2008","ENSG00000240583",4
"2009","ENSG00000240694",4
"2010","ENSG00000240771",3
"2011","ENSG00000240972",4
"2012","ENSG00000241343",4
"2013","ENSG00000241360",4
"2014","ENSG00000241468",4
"2015","ENSG00000241553",4
"2016","ENSG00000241563",4
"2017","ENSG00000241685",4
"2018","ENSG00000241697",2
"2019","ENSG00000241837",3
"2020","ENSG00000241973",4
"2021","ENSG00000242173",4
"2022","ENSG00000242265",4
"2023","ENSG00000242485",2
"2024","ENSG00000242808",4
"2025","ENSG00000243147",4
"2026","ENSG00000243449",4
"2027","ENSG00000243678",4
"2028","ENSG00000243927",2
"2029","ENSG00000244187",3
"2030","ENSG00000244274",4
"2031","ENSG00000244687",2
"2032","ENSG00000244734",4
"2033","ENSG00000245532",3
"2034","ENSG00000245910",4
"2035","ENSG00000248487",4
"2036","ENSG00000249915",3
"2037","ENSG00000249992",4
"2038","ENSG00000250067",4
"2039","ENSG00000250479",4
"2040","ENSG00000250510",4
"2041","ENSG00000250722",4
"2042","ENSG00000251562",4
"2043","ENSG00000253230",3
"2044","ENSG00000254999",4
"2045","ENSG00000255302",3
"2046","ENSG00000255823",4
"2047","ENSG00000256045",3
"2048","ENSG00000256618",2
"2049","ENSG00000257704",2
"2050","ENSG00000258947",4
"2051","ENSG00000259417",2
"2052","ENSG00000260032",4
"2053","ENSG00000260230",4
"2054","ENSG00000260807",2
"2055","ENSG00000262655",2
"2056","ENSG00000263001",3
"2057","ENSG00000264364",4
"2058","ENSG00000265681",4
"2059","ENSG00000265972",2
"2060","ENSG00000266402",4
"2061","ENSG00000266472",3
"2062","ENSG00000266964",3
"2063","ENSG00000267673",3
"2064","ENSG00000267855",2
"2065","ENSG00000268089",3
"2066","ENSG00000269028",4
"2067","ENSG00000269893",2
"2068","ENSG00000272398",4
"2069","ENSG00000272636",2
"2070","ENSG00000272888",4
"2071","ENSG00000273079",2
"2072","ENSG00000273238",2
"2073","ENSG00000276293",2
"2074","ENSG00000276462",2
"2075","ENSG00000277443",2
"2076","ENSG00000277586",4
"2077","ENSG00000277791",4
"2078","ENSG00000280165",2
"2079","ENSG00000282885",3
"2080","ENSG00000283103",3
"2081","ENSG00000286214",4
"2082","ENSG00000286961",3
