"","gene_id","gene_name","overall_rank","average_rank","n_withinTop1000"
"ENSMUSG00000041607","ENSMUSG00000041607","Mbp",1,1,2
"ENSMUSG00000004630","ENSMUSG00000004630","Pcp2",2.5,2.5,2
"ENSMUSG00000053310","ENSMUSG00000053310","Nrgn",2.5,2.5,2
"ENSMUSG00000024661","ENSMUSG00000024661","Fth1",4,4,2
"ENSMUSG00000059213","ENSMUSG00000059213","Ddn",5,5.5,2
"ENSMUSG00000032517","ENSMUSG00000032517","Mobp",6,7.5,2
"ENSMUSG00000031425","ENSMUSG00000031425","Plp1",7,8.5,2
"ENSMUSG00000040380","ENSMUSG00000040380","Cbln3",8.5,10.5,2
"ENSMUSG00000024617","ENSMUSG00000024617","Camk2a",8.5,10.5,2
"ENSMUSG00000048644","ENSMUSG00000048644","Ctxn1",10.5,11,2
"ENSMUSG00000061808","ENSMUSG00000061808","Ttr",10.5,11,2
"ENSMUSG00000020428","ENSMUSG00000020428","Gabra6",12,11.5,2
"ENSMUSG00000115783","ENSMUSG00000115783","Bc1",13,14,2
"ENSMUSG00000041261","ENSMUSG00000041261","Car8",14.5,14.5,2
"ENSMUSG00000064351","ENSMUSG00000064351","mt-Co1",14.5,14.5,2
"ENSMUSG00000064358","ENSMUSG00000064358","mt-Co3",16,15,2
"ENSMUSG00000064354","ENSMUSG00000064354","mt-Co2",17,16.5,2
"ENSMUSG00000005716","ENSMUSG00000005716","Pvalb",18,17,2
"ENSMUSG00000031654","ENSMUSG00000031654","Cbln1",19,19.5,2
"ENSMUSG00000044681","ENSMUSG00000044681","Cnpy1",20,21,2
"ENSMUSG00000005892","ENSMUSG00000005892","Trh",21,22,2
"ENSMUSG00000046093","ENSMUSG00000046093","Hpcal4",22,24.5,2
"ENSMUSG00000064357","ENSMUSG00000064357","mt-Atp6",23,25.5,2
"ENSMUSG00000037362","ENSMUSG00000037362","Ccn3",24,26,2
"ENSMUSG00000064179","ENSMUSG00000064179","Tnnt1",25,26.5,2
"ENSMUSG00000030905","ENSMUSG00000030905","Crym",26,28,2
"ENSMUSG00000032554","ENSMUSG00000032554","Trf",27,30.5,2
"ENSMUSG00000032368","ENSMUSG00000032368","Zic1",28.5,31.5,2
"ENSMUSG00000064363","ENSMUSG00000064363","mt-Nd4",28.5,31.5,2
"ENSMUSG00000041773","ENSMUSG00000041773","Enc1",30,32.5,2
"ENSMUSG00000034701","ENSMUSG00000034701","Neurod1",32,33.5,2
"ENSMUSG00000003657","ENSMUSG00000003657","Calb2",32,33.5,2
"ENSMUSG00000045763","ENSMUSG00000045763","Basp1",32,33.5,2
"ENSMUSG00000032174","ENSMUSG00000032174","Icam5",34.5,35.5,2
"ENSMUSG00000064345","ENSMUSG00000064345","mt-Nd2",34.5,35.5,2
"ENSMUSG00000090223","ENSMUSG00000090223","Pcp4",36,36,2
"ENSMUSG00000097248","ENSMUSG00000097248","Gm2694",37,36.5,2
"ENSMUSG00000055333","ENSMUSG00000055333","Fat2",38,37,2
"ENSMUSG00000030102","ENSMUSG00000030102","Itpr1",39.5,37.5,2
"ENSMUSG00000064370","ENSMUSG00000064370","mt-Cytb",39.5,37.5,2
"ENSMUSG00000042671","ENSMUSG00000042671","Rgs8",42,39.5,2
"ENSMUSG00000032532","ENSMUSG00000032532","Cck",42,39.5,2
"ENSMUSG00000021948","ENSMUSG00000021948","Prkcd",42,39.5,2
"ENSMUSG00000064341","ENSMUSG00000064341","mt-Nd1",44,40,2
"ENSMUSG00000059456","ENSMUSG00000059456","Ptk2b",45,43,2
"ENSMUSG00000022421","ENSMUSG00000022421","Nptxr",46.5,47,2
"ENSMUSG00000058624","ENSMUSG00000058624","Gda",46.5,47,2
"ENSMUSG00000030701","ENSMUSG00000030701","Plekhb1",48,48,2
"ENSMUSG00000042834","ENSMUSG00000042834","Nrep",49,49,2
"ENSMUSG00000007207","ENSMUSG00000007207","Stx1a",50,49.5,2
"ENSMUSG00000028222","ENSMUSG00000028222","Calb1",51,51,2
"ENSMUSG00000015090","ENSMUSG00000015090","Ptgds",52,51.5,2
"ENSMUSG00000002930","ENSMUSG00000002930","Ppp1r17",53,52.5,2
"ENSMUSG00000022577","ENSMUSG00000022577","Ly6h",54,53,2
"ENSMUSG00000024873","ENSMUSG00000024873","Cnih2",55,55.5,2
"ENSMUSG00000032936","ENSMUSG00000032936","Camkv",56,57.5,2
"ENSMUSG00000034796","ENSMUSG00000034796","Cpne7",57,60.5,2
"ENSMUSG00000046447","ENSMUSG00000046447","Camk2n1",58.5,61.5,2
"ENSMUSG00000001270","ENSMUSG00000001270","Ckb",58.5,61.5,2
"ENSMUSG00000067786","ENSMUSG00000067786","Nnat",60.5,63,2
"ENSMUSG00000024985","ENSMUSG00000024985","Tcf7l2",60.5,63,2
"ENSMUSG00000018593","ENSMUSG00000018593","Sparc",62,64,2
"ENSMUSG00000025739","ENSMUSG00000025739","Gng13",63,65,2
"ENSMUSG00000020950","ENSMUSG00000020950","Foxg1",64,65.5,2
"ENSMUSG00000036634","ENSMUSG00000036634","Mag",66,67.5,2
"ENSMUSG00000087211","ENSMUSG00000087211","Lhx1os",66,67.5,2
"ENSMUSG00000005583","ENSMUSG00000005583","Mef2c",66,67.5,2
"ENSMUSG00000006782","ENSMUSG00000006782","Cnp",68,69,2
"ENSMUSG00000063239","ENSMUSG00000063239","Grm4",69,69.5,2
"ENSMUSG00000033208","ENSMUSG00000033208","S100b",70,70,2
"ENSMUSG00000029151","ENSMUSG00000029151","Slc30a3",71,71.5,2
"ENSMUSG00000070570","ENSMUSG00000070570","Slc17a7",72.5,72.5,2
"ENSMUSG00000022548","ENSMUSG00000022548","Apod",72.5,72.5,2
"ENSMUSG00000027347","ENSMUSG00000027347","Rasgrp1",74.5,73,2
"ENSMUSG00000020734","ENSMUSG00000020734","Grin2c",74.5,73,2
"ENSMUSG00000038700","ENSMUSG00000038700","Hoxb5",76,73.5,2
"ENSMUSG00000004633","ENSMUSG00000004633","Chn2",77,75.5,2
"ENSMUSG00000020431","ENSMUSG00000020431","Adcy1",78,76,2
"ENSMUSG00000030226","ENSMUSG00000030226","Lmo3",79,77,2
"ENSMUSG00000033256","ENSMUSG00000033256","Shf",80,78.5,2
"ENSMUSG00000022212","ENSMUSG00000022212","Cpne6",81,79.5,2
"ENSMUSG00000064360","ENSMUSG00000064360","mt-Nd3",82,84,2
"ENSMUSG00000027447","ENSMUSG00000027447","Cst3",83,86,2
"ENSMUSG00000025582","ENSMUSG00000025582","Nptx1",84,87.5,2
"ENSMUSG00000013523","ENSMUSG00000013523","Bcas1",85,88.5,2
"ENSMUSG00000027375","ENSMUSG00000027375","Mal",86,90.5,2
"ENSMUSG00000026833","ENSMUSG00000026833","Olfm1",87,92,2
"ENSMUSG00000026344","ENSMUSG00000026344","Lypd1",89,93,2
"ENSMUSG00000015806","ENSMUSG00000015806","Qdpr",89,93,2
"ENSMUSG00000003573","ENSMUSG00000003573","Homer3",89,93,2
"ENSMUSG00000110195","ENSMUSG00000110195","Pde2a",91,94,2
"ENSMUSG00000038253","ENSMUSG00000038253","Hoxa5",92,95,2
"ENSMUSG00000025738","ENSMUSG00000025738","Fbxl16",93,95.5,2
"ENSMUSG00000059173","ENSMUSG00000059173","Pde1a",94,98,2
"ENSMUSG00000033161","ENSMUSG00000033161","Atp1a1",95,98.5,2
"ENSMUSG00000026090","ENSMUSG00000026090","2010300C02Rik",96,99,2
"ENSMUSG00000025889","ENSMUSG00000025889","Snca",97,100,2
"ENSMUSG00000004961","ENSMUSG00000004961","Syt5",98.5,101,2
"ENSMUSG00000004366","ENSMUSG00000004366","Sst",98.5,101,2
"ENSMUSG00000032060","ENSMUSG00000032060","Cryab",100,102.5,2
"ENSMUSG00000071379","ENSMUSG00000071379","Hpcal1",101,103,2
"ENSMUSG00000006476","ENSMUSG00000006476","Nsmf",102,104.5,2
"ENSMUSG00000027273","ENSMUSG00000027273","Snap25",103,105.5,2
"ENSMUSG00000020486","ENSMUSG00000020486","Sept4",104,106,2
"ENSMUSG00000030772","ENSMUSG00000030772","Dkk3",105,107.5,2
"ENSMUSG00000035864","ENSMUSG00000035864","Syt1",106.5,108.5,2
"ENSMUSG00000025203","ENSMUSG00000025203","Scd2",106.5,108.5,2
"ENSMUSG00000054901","ENSMUSG00000054901","Arhgef33",108,110.5,2
"ENSMUSG00000022425","ENSMUSG00000022425","Enpp2",109,111.5,2
"ENSMUSG00000028785","ENSMUSG00000028785","Hpca",110,113.5,2
"ENSMUSG00000025477","ENSMUSG00000025477","Inpp5a",111,115,2
"ENSMUSG00000067879","ENSMUSG00000067879","Vxn",112.5,116,2
"ENSMUSG00000037852","ENSMUSG00000037852","Cpe",112.5,116,2
"ENSMUSG00000037625","ENSMUSG00000037625","Cldn11",114.5,117,2
"ENSMUSG00000029054","ENSMUSG00000029054","Gabrd",114.5,117,2
"ENSMUSG00000040479","ENSMUSG00000040479","Dgkz",116.5,117.5,2
"ENSMUSG00000041708","ENSMUSG00000041708","Mpped1",116.5,117.5,2
"ENSMUSG00000031778","ENSMUSG00000031778","Cx3cl1",118,118,2
"ENSMUSG00000026452","ENSMUSG00000026452","Syt2",120.5,118.5,2
"ENSMUSG00000063659","ENSMUSG00000063659","Zbtb18",120.5,118.5,2
"ENSMUSG00000056486","ENSMUSG00000056486","Chn1",120.5,118.5,2
"ENSMUSG00000018451","ENSMUSG00000018451","6330403K07Rik",120.5,118.5,2
"ENSMUSG00000027296","ENSMUSG00000027296","Itpka",123,121.5,2
"ENSMUSG00000031517","ENSMUSG00000031517","Gpm6a",124,122,2
"ENSMUSG00000034892","ENSMUSG00000034892","Rps29",125,123,2
"ENSMUSG00000050315","ENSMUSG00000050315","Synpo2",126.5,123.5,2
"ENSMUSG00000046215","ENSMUSG00000046215","Rprml",126.5,123.5,2
"ENSMUSG00000039058","ENSMUSG00000039058","Ak5",129,125.5,2
"ENSMUSG00000042978","ENSMUSG00000042978","Sbk1",129,125.5,2
"ENSMUSG00000020932","ENSMUSG00000020932","Gfap",129,125.5,2
"ENSMUSG00000039037","ENSMUSG00000039037","St6galnac5",131,129,2
"ENSMUSG00000027833","ENSMUSG00000027833","Shox2",132,129.5,2
"ENSMUSG00000076439","ENSMUSG00000076439","Mog",133,131,2
"ENSMUSG00000037579","ENSMUSG00000037579","Kcnh3",134,135,2
"ENSMUSG00000007892","ENSMUSG00000007892","Rplp1",135,137,2
"ENSMUSG00000036422","ENSMUSG00000036422","Pcdh8",136,139,2
"ENSMUSG00000044216","ENSMUSG00000044216","Kcnj4",137,140.5,2
"ENSMUSG00000026385","ENSMUSG00000026385","Dbi",138.5,142,2
"ENSMUSG00000049775","ENSMUSG00000049775","Tmsb4x",138.5,142,2
"ENSMUSG00000024479","ENSMUSG00000024479","Mal2",140,142.5,2
"ENSMUSG00000027562","ENSMUSG00000027562","Car2",141,145,2
"ENSMUSG00000050821","ENSMUSG00000050821","Fam131a",142,145.5,2
"ENSMUSG00000024736","ENSMUSG00000024736","Tmem132a",143,146,2
"ENSMUSG00000044288","ENSMUSG00000044288","Cnr1",144,146.5,2
"ENSMUSG00000041000","ENSMUSG00000041000","Trim62",145,147,2
"ENSMUSG00000075334","ENSMUSG00000075334","Rprm",146,147.5,2
"ENSMUSG00000035033","ENSMUSG00000035033","Tbr1",147,148,2
"ENSMUSG00000010086","ENSMUSG00000010086","Rnf112",149,148.5,2
"ENSMUSG00000032773","ENSMUSG00000032773","Chrm1",149,148.5,2
"ENSMUSG00000064367","ENSMUSG00000064367","mt-Nd5",149,148.5,2
"ENSMUSG00000025221","ENSMUSG00000025221","Kcnip2",151,150.5,2
"ENSMUSG00000037126","ENSMUSG00000037126","Psd",152,151,2
"ENSMUSG00000029223","ENSMUSG00000029223","Uchl1",153,151.5,2
"ENSMUSG00000020297","ENSMUSG00000020297","Nsg2",154,152,2
"ENSMUSG00000021268","ENSMUSG00000021268","Meg3",155,153.5,2
"ENSMUSG00000030337","ENSMUSG00000030337","Vamp1",156,156.5,2
"ENSMUSG00000078816","ENSMUSG00000078816","Prkcg",157,158.5,2
"ENSMUSG00000006930","ENSMUSG00000006930","Hap1",158,159.5,2
"ENSMUSG00000098178","ENSMUSG00000098178","Gm42418",159,160,2
"ENSMUSG00000020524","ENSMUSG00000020524","Gria1",160,160.5,2
"ENSMUSG00000051726","ENSMUSG00000051726","Kcnf1",161,162.5,2
"ENSMUSG00000044349","ENSMUSG00000044349","Snhg11",162.5,164,2
"ENSMUSG00000032021","ENSMUSG00000032021","Crtam",162.5,164,2
"ENSMUSG00000049556","ENSMUSG00000049556","Lingo1",164,164.5,2
"ENSMUSG00000025867","ENSMUSG00000025867","Cplx2",165.5,166.5,2
"ENSMUSG00000053093","ENSMUSG00000053093","Myh7",165.5,166.5,2
"ENSMUSG00000021087","ENSMUSG00000021087","Rtn1",167,167.5,2
"ENSMUSG00000026463","ENSMUSG00000026463","Atp2b4",168,168,2
"ENSMUSG00000061751","ENSMUSG00000061751","Kalrn",169,169,2
"ENSMUSG00000033730","ENSMUSG00000033730","Egr3",170,172,2
"ENSMUSG00000067889","ENSMUSG00000067889","Sptbn2",171,174,2
"ENSMUSG00000047842","ENSMUSG00000047842","Diras2",172,175,2
"ENSMUSG00000036907","ENSMUSG00000036907","C1ql2",173.5,176,2
"ENSMUSG00000075702","ENSMUSG00000075702","Selenom",173.5,176,2
"ENSMUSG00000052105","ENSMUSG00000052105","Mtcl1",175,177,2
"ENSMUSG00000037855","ENSMUSG00000037855","Zfp365",176,178,2
"ENSMUSG00000028266","ENSMUSG00000028266","Lmo4",177,178.5,2
"ENSMUSG00000027270","ENSMUSG00000027270","Lamp5",178.5,179,2
"ENSMUSG00000019929","ENSMUSG00000019929","Dcn",178.5,179,2
"ENSMUSG00000025372","ENSMUSG00000025372","Baiap2",180,180.5,2
"ENSMUSG00000026830","ENSMUSG00000026830","Ermn",181,182,2
"ENSMUSG00000040624","ENSMUSG00000040624","Plekhg1",182,182.5,2
"ENSMUSG00000021750","ENSMUSG00000021750","Fam107a",183,184,2
"ENSMUSG00000062785","ENSMUSG00000062785","Kcnc3",184,186,2
"ENSMUSG00000059857","ENSMUSG00000059857","Ntng1",185,187.5,2
"ENSMUSG00000003948","ENSMUSG00000003948","Mmd",186,190,2
"ENSMUSG00000026259","ENSMUSG00000026259","Ngef",187,192,2
"ENSMUSG00000029878","ENSMUSG00000029878","Dbpht2",188,193,2
"ENSMUSG00000027221","ENSMUSG00000027221","Chst1",189,194.5,2
"ENSMUSG00000001741","ENSMUSG00000001741","Il16",190,196.5,2
"ENSMUSG00000028832","ENSMUSG00000028832","Stmn1",191,197,2
"ENSMUSG00000036438","ENSMUSG00000036438","Calm2",192,198,2
"ENSMUSG00000017734","ENSMUSG00000017734","Dbndd2",193,198.5,2
"ENSMUSG00000026051","ENSMUSG00000026051","Ecrg4",194,199,2
"ENSMUSG00000021743","ENSMUSG00000021743","Fezf2",195,199.5,2
"ENSMUSG00000039662","ENSMUSG00000039662","Icmt",196,201,2
"ENSMUSG00000032238","ENSMUSG00000032238","Rora",197.5,201.5,2
"ENSMUSG00000010803","ENSMUSG00000010803","Gabra1",197.5,201.5,2
"ENSMUSG00000032503","ENSMUSG00000032503","Arpp21",199,203.5,2
"ENSMUSG00000003363","ENSMUSG00000003363","Pld3",200,205.5,2
"ENSMUSG00000031543","ENSMUSG00000031543","Ank1",201,206.5,2
"ENSMUSG00000038530","ENSMUSG00000038530","Rgs4",202,207.5,2
"ENSMUSG00000060126","ENSMUSG00000060126","Tpt1",203,208,2
"ENSMUSG00000033981","ENSMUSG00000033981","Gria2",204,209.5,2
"ENSMUSG00000029126","ENSMUSG00000029126","Nsg1",205,210,2
"ENSMUSG00000024299","ENSMUSG00000024299","Adamts10",206,210.5,2
"ENSMUSG00000026163","ENSMUSG00000026163","Sphkap",207,211,2
"ENSMUSG00000034765","ENSMUSG00000034765","Dusp5",208,211.5,2
"ENSMUSG00000062591","ENSMUSG00000062591","Tubb4a",209,216.5,2
"ENSMUSG00000033061","ENSMUSG00000033061","Resp18",210,218.5,2
"ENSMUSG00000058420","ENSMUSG00000058420","Syt17",211,219.5,2
"ENSMUSG00000000247","ENSMUSG00000000247","Lhx2",212,221,2
"ENSMUSG00000022454","ENSMUSG00000022454","Nell2",213,222.5,2
"ENSMUSG00000034818","ENSMUSG00000034818","Celf5",214,223,2
"ENSMUSG00000036578","ENSMUSG00000036578","Fxyd7",215,223.5,2
"ENSMUSG00000018965","ENSMUSG00000018965","Ywhah",217,224.5,2
"ENSMUSG00000019194","ENSMUSG00000019194","Scn1b",217,224.5,2
"ENSMUSG00000005125","ENSMUSG00000005125","Ndrg1",217,224.5,2
"ENSMUSG00000028833","ENSMUSG00000028833","Ncdn",219,226.5,2
"ENSMUSG00000005089","ENSMUSG00000005089","Slc1a2",220.5,227,2
"ENSMUSG00000032854","ENSMUSG00000032854","Ugt8a",220.5,227,2
"ENSMUSG00000026576","ENSMUSG00000026576","Atp1b1",222.5,227.5,2
"ENSMUSG00000044667","ENSMUSG00000044667","Plppr4",222.5,227.5,2
"ENSMUSG00000086040","ENSMUSG00000086040","Wipf3",225,228,2
"ENSMUSG00000039728","ENSMUSG00000039728","Slc6a5",225,228,2
"ENSMUSG00000030500","ENSMUSG00000030500","Slc17a6",225,228,2
"ENSMUSG00000017390","ENSMUSG00000017390","Aldoc",227,228.5,2
"ENSMUSG00000049225","ENSMUSG00000049225","Pdp1",228,231,2
"ENSMUSG00000058975","ENSMUSG00000058975","Kcnc1",229,231.5,2
"ENSMUSG00000013076","ENSMUSG00000013076","Amotl1",230,233,2
"ENSMUSG00000037166","ENSMUSG00000037166","Ppp1r14a",231.5,233.5,2
"ENSMUSG00000044244","ENSMUSG00000044244","Il20rb",231.5,233.5,2
"ENSMUSG00000085007","ENSMUSG00000085007","Gm11549",233.5,234,2
"ENSMUSG00000097545","ENSMUSG00000097545","Mir124a-1hg",233.5,234,2
"ENSMUSG00000037984","ENSMUSG00000037984","Neurod6",235,235.5,2
"ENSMUSG00000066189","ENSMUSG00000066189","Cacng3",236,236,2
"ENSMUSG00000027500","ENSMUSG00000027500","Stmn2",237,236.5,2
"ENSMUSG00000036766","ENSMUSG00000036766","Dner",238,240,2
"ENSMUSG00000033615","ENSMUSG00000033615","Cplx1",239,242.5,2
"ENSMUSG00000026697","ENSMUSG00000026697","Myoc",240,243.5,2
"ENSMUSG00000036564","ENSMUSG00000036564","Ndrg4",242,245,2
"ENSMUSG00000050074","ENSMUSG00000050074","Spink8",242,245,2
"ENSMUSG00000048978","ENSMUSG00000048978","Nrsn1",242,245,2
"ENSMUSG00000058740","ENSMUSG00000058740","Kcnt1",244.5,247,2
"ENSMUSG00000028161","ENSMUSG00000028161","Ppp3ca",244.5,247,2
"ENSMUSG00000006651","ENSMUSG00000006651","Aplp1",246,249.5,2
"ENSMUSG00000031765","ENSMUSG00000031765","Mt1",247,251.5,2
"ENSMUSG00000020894","ENSMUSG00000020894","Vamp2",249,254.5,2
"ENSMUSG00000054459","ENSMUSG00000054459","Vsnl1",249,254.5,2
"ENSMUSG00000001175","ENSMUSG00000001175","Calm1",249,254.5,2
"ENSMUSG00000034209","ENSMUSG00000034209","Rasl10a",251,255.5,2
"ENSMUSG00000090461","ENSMUSG00000090461","Iltifb",252.5,256,2
"ENSMUSG00000022055","ENSMUSG00000022055","Nefl",252.5,256,2
"ENSMUSG00000050063","ENSMUSG00000050063","Klk6",254,256.5,2
"ENSMUSG00000027199","ENSMUSG00000027199","Gatm",255,258,2
"ENSMUSG00000034486","ENSMUSG00000034486","Gbx2",256,259.5,2
"ENSMUSG00000115625","ENSMUSG00000115625","2900040C04Rik",257,263,2
"ENSMUSG00000041046","ENSMUSG00000041046","Ramp3",258,264.5,2
"ENSMUSG00000009394","ENSMUSG00000009394","Syn2",259,265,2
"ENSMUSG00000017978","ENSMUSG00000017978","Cadps2",260,267,2
"ENSMUSG00000022342","ENSMUSG00000022342","Kcnv1",261,268,2
"ENSMUSG00000039943","ENSMUSG00000039943","Plcb4",262,270,2
"ENSMUSG00000034656","ENSMUSG00000034656","Cacna1a",263,270.5,2
"ENSMUSG00000026475","ENSMUSG00000026475","Rgs16",264,271,2
"ENSMUSG00000031980","ENSMUSG00000031980","Agt",265,271.5,2
"ENSMUSG00000020788","ENSMUSG00000020788","Atp2a3",266,272,2
"ENSMUSG00000051853","ENSMUSG00000051853","Arf3",267,273,2
"ENSMUSG00000038764","ENSMUSG00000038764","Ptpn3",268.5,275,2
"ENSMUSG00000024517","ENSMUSG00000024517","Grp",268.5,275,2
"ENSMUSG00000036699","ENSMUSG00000036699","Zcchc12",270,275.5,2
"ENSMUSG00000027350","ENSMUSG00000027350","Chgb",271,276,2
"ENSMUSG00000026841","ENSMUSG00000026841","Fibcd1",272,276.5,2
"ENSMUSG00000005357","ENSMUSG00000005357","Slc1a6",273,279,2
"ENSMUSG00000070880","ENSMUSG00000070880","Gad1",274,279.5,2
"ENSMUSG00000026278","ENSMUSG00000026278","Bok",275,280,2
"ENSMUSG00000025128","ENSMUSG00000025128","Bhlhe22",276,280.5,2
"ENSMUSG00000052373","ENSMUSG00000052373","Mpp3",277,283.5,2
"ENSMUSG00000030307","ENSMUSG00000030307","Slc6a11",278,285,2
"ENSMUSG00000026514","ENSMUSG00000026514","Cnih3",279.5,286,2
"ENSMUSG00000035681","ENSMUSG00000035681","Kcnc2",279.5,286,2
"ENSMUSG00000039278","ENSMUSG00000039278","Pcsk1n",281,286.5,2
"ENSMUSG00000022054","ENSMUSG00000022054","Nefm",282.5,288,2
"ENSMUSG00000005360","ENSMUSG00000005360","Slc1a3",282.5,288,2
"ENSMUSG00000026247","ENSMUSG00000026247","Ecel1",284,289,2
"ENSMUSG00000031137","ENSMUSG00000031137","Fgf13",285,289.5,2
"ENSMUSG00000062098","ENSMUSG00000062098","Btbd3",286,292,2
"ENSMUSG00000071424","ENSMUSG00000071424","Grid2",287,292.5,2
"ENSMUSG00000030134","ENSMUSG00000030134","Rasgef1a",288.5,293.5,2
"ENSMUSG00000032373","ENSMUSG00000032373","Car12",288.5,293.5,2
"ENSMUSG00000030302","ENSMUSG00000030302","Atp2b2",290,295.5,2
"ENSMUSG00000026879","ENSMUSG00000026879","Gsn",291,296,2
"ENSMUSG00000031837","ENSMUSG00000031837","Necab2",292,296.5,2
"ENSMUSG00000043439","ENSMUSG00000043439","Epop",293,297.5,2
"ENSMUSG00000020396","ENSMUSG00000020396","Nefh",294,298.5,2
"ENSMUSG00000047261","ENSMUSG00000047261","Gap43",295,299,2
"ENSMUSG00000045246","ENSMUSG00000045246","Kcng4",296,299.5,2
"ENSMUSG00000019943","ENSMUSG00000019943","Atp2b1",297,301,2
"ENSMUSG00000057897","ENSMUSG00000057897","Camk2b",298,301.5,2
"ENSMUSG00000027581","ENSMUSG00000027581","Stmn3",299,302,2
"ENSMUSG00000029055","ENSMUSG00000029055","Plch2",300,303,2
"ENSMUSG00000097767","ENSMUSG00000097767","Miat",301,304,2
"ENSMUSG00000025892","ENSMUSG00000025892","Gria4",302,304.5,2
"ENSMUSG00000020331","ENSMUSG00000020331","Hcn2",303,305.5,2
"ENSMUSG00000032766","ENSMUSG00000032766","Gng11",304,306,2
"ENSMUSG00000032890","ENSMUSG00000032890","Rims3",305,306.5,2
"ENSMUSG00000028782","ENSMUSG00000028782","Adgrb2",306,308,2
"ENSMUSG00000019923","ENSMUSG00000019923","Zwint",307,308.5,2
"ENSMUSG00000059325","ENSMUSG00000059325","Hopx",308.5,309,2
"ENSMUSG00000048251","ENSMUSG00000048251","Bcl11b",308.5,309,2
"ENSMUSG00000040612","ENSMUSG00000040612","Ildr2",310,309.5,2
"ENSMUSG00000074575","ENSMUSG00000074575","Kcng1",311,310,2
"ENSMUSG00000009013","ENSMUSG00000009013","Dynll1",312,310.5,2
"ENSMUSG00000053963","ENSMUSG00000053963","Stum",313,311,2
"ENSMUSG00000049281","ENSMUSG00000049281","Scn3b",314,314,2
"ENSMUSG00000026655","ENSMUSG00000026655","Fam107b",315.5,315.5,2
"ENSMUSG00000003352","ENSMUSG00000003352","Cacnb3",315.5,315.5,2
"ENSMUSG00000021708","ENSMUSG00000021708","Rasgrf2",317,316.5,2
"ENSMUSG00000027612","ENSMUSG00000027612","Mmp24",318,320.5,2
"ENSMUSG00000042388","ENSMUSG00000042388","Dlgap3",319,321.5,2
"ENSMUSG00000002985","ENSMUSG00000002985","Apoe",320.5,326,2
"ENSMUSG00000025468","ENSMUSG00000025468","Caly",320.5,326,2
"ENSMUSG00000003279","ENSMUSG00000003279","Dlgap1",322,329.5,2
"ENSMUSG00000021143","ENSMUSG00000021143","Pacs2",323,330,2
"ENSMUSG00000022332","ENSMUSG00000022332","Khdrbs3",324,334.5,2
"ENSMUSG00000037428","ENSMUSG00000037428","Vgf",325,336,2
"ENSMUSG00000022490","ENSMUSG00000022490","Ppp1r1a",326,338.5,2
"ENSMUSG00000025478","ENSMUSG00000025478","Dpysl4",327,339,2
"ENSMUSG00000039095","ENSMUSG00000039095","En2",328,343.5,2
"ENSMUSG00000021943","ENSMUSG00000021943","Gdf10",329.5,344,2
"ENSMUSG00000058254","ENSMUSG00000058254","Tspan7",329.5,344,2
"ENSMUSG00000038860","ENSMUSG00000038860","Garnl3",331.5,345,2
"ENSMUSG00000061859","ENSMUSG00000061859","Patj",331.5,345,2
"ENSMUSG00000002274","ENSMUSG00000002274","Metrn",333,345.5,2
"ENSMUSG00000053279","ENSMUSG00000053279","Aldh1a1",334,347.5,2
"ENSMUSG00000060424","ENSMUSG00000060424","Pantr1",335,348,2
"ENSMUSG00000076498","ENSMUSG00000076498","Trbc2",336.5,348.5,2
"ENSMUSG00000062078","ENSMUSG00000062078","Qk",336.5,348.5,2
"ENSMUSG00000039001","ENSMUSG00000039001","Rps21",338,350,2
"ENSMUSG00000049583","ENSMUSG00000049583","Grm5",339,350.5,2
"ENSMUSG00000029211","ENSMUSG00000029211","Gabra4",340.5,351,2
"ENSMUSG00000059187","ENSMUSG00000059187","Tafa1",340.5,351,2
"ENSMUSG00000026825","ENSMUSG00000026825","Dnm1",342,351.5,2
"ENSMUSG00000005338","ENSMUSG00000005338","Cadm3",343.5,352.5,2
"ENSMUSG00000030209","ENSMUSG00000030209","Grin2b",343.5,352.5,2
"ENSMUSG00000000805","ENSMUSG00000000805","Car4",345,353,2
"ENSMUSG00000026421","ENSMUSG00000026421","Csrp1",347,353.5,2
"ENSMUSG00000030551","ENSMUSG00000030551","Nr2f2",347,353.5,2
"ENSMUSG00000048583","ENSMUSG00000048583","Igf2",347,353.5,2
"ENSMUSG00000017466","ENSMUSG00000017466","Timp2",349,359,2
"ENSMUSG00000030352","ENSMUSG00000030352","Tspan9",350,359.5,2
"ENSMUSG00000073680","ENSMUSG00000073680","Tmem88b",351,361,2
"ENSMUSG00000070738","ENSMUSG00000070738","Dgkd",352.5,362,2
"ENSMUSG00000025020","ENSMUSG00000025020","Slit1",352.5,362,2
"ENSMUSG00000022098","ENSMUSG00000022098","Bmp1",354,362.5,2
"ENSMUSG00000028946","ENSMUSG00000028946","Hes3",355,363,2
"ENSMUSG00000038760","ENSMUSG00000038760","Trhr",356,364,2
"ENSMUSG00000031775","ENSMUSG00000031775","Pllp",357,365,2
"ENSMUSG00000033953","ENSMUSG00000033953","Ppp3r1",358,366,2
"ENSMUSG00000032246","ENSMUSG00000032246","Calml4",359,366.5,2
"ENSMUSG00000096768","ENSMUSG00000096768","Gm47283",360,367.5,2
"ENSMUSG00000029632","ENSMUSG00000029632","Ndufa4",361.5,368,2
"ENSMUSG00000022037","ENSMUSG00000022037","Clu",361.5,368,2
"ENSMUSG00000044912","ENSMUSG00000044912","Syt16",363,369.5,2
