"gene_id","gene_name","overall_rank","average_rank","n_withinTop1000"
"ENSMUSG00000069917","Hba-a2",1,1.33333333333333,3
"ENSMUSG00000027562","Car2",2,2.33333333333333,3
"ENSMUSG00000073940","Hbb-bt",3.5,3.33333333333333,3
"ENSMUSG00000052305","Hbb-bs",3.5,3.33333333333333,3
"ENSMUSG00000024610","Cd74",5,5.66666666666667,3
"ENSMUSG00000029580","Actb",6,7.33333333333333,3
"ENSMUSG00000063856","Gpx1",7,7.66666666666667,3
"ENSMUSG00000025270","Alas2",8,8.66666666666667,3
"ENSMUSG00000030707","Coro1a",9,9,3
"ENSMUSG00000024673","Ms4a1",10,10.3333333333333,3
"ENSMUSG00000000682","Cd52",11,11.3333333333333,3
"ENSMUSG00000030220","Arhgdib",12,12.3333333333333,3
"ENSMUSG00000030798","Cd37",13,13.3333333333333,3
"ENSMUSG00000060126","Tpt1",14,13.6666666666667,3
"ENSMUSG00000040592","Cd79b",15.5,16.3333333333333,3
"ENSMUSG00000036594","H2-Aa",15.5,16.3333333333333,3
"ENSMUSG00000037548","H2-DMb2",17,17.6666666666667,3
"ENSMUSG00000032053","Pou2af1",18,18.3333333333333,3
"ENSMUSG00000032126","Hmbs",19,18.6666666666667,3
"ENSMUSG00000030605","Mfge8",20,21.3333333333333,3
"ENSMUSG00000073421","H2-Ab1",21,23,3
"ENSMUSG00000004655","Aqp1",22,25,3
"ENSMUSG00000034248","Slc25a37",23,26.3333333333333,3
"ENSMUSG00000026616","Cr2",24,27,3
"ENSMUSG00000036181","Hist1h1c",25,28.6666666666667,3
"ENSMUSG00000037742","Eef1a1",26,30,3
"ENSMUSG00000028332","Hemgn",27,30.3333333333333,3
"ENSMUSG00000004552","Ctse",28,31,3
"ENSMUSG00000040699","Limd2",29,33.3333333333333,3
"ENSMUSG00000052565","Hist1h1d",30,33.6666666666667,3
"ENSMUSG00000003379","Cd79a",31.5,34,3
"ENSMUSG00000030724","Cd19",31.5,34,3
"ENSMUSG00000049775","Tmsb4x",33,35.6666666666667,3
"ENSMUSG00000027078","Ube2l6",34,36,3
"ENSMUSG00000040466","Blvrb",35,36.3333333333333,3
"ENSMUSG00000024399","Ltb",36,40.6666666666667,3
"ENSMUSG00000024588","Fech",37,41,3
"ENSMUSG00000021102","Glrx5",38,42,3
"ENSMUSG00000028644","Ermap",39,42.3333333333333,3
"ENSMUSG00000027556","Car1",40,43.3333333333333,3
"ENSMUSG00000025889","Snca",41,44.6666666666667,3
"ENSMUSG00000105827","Hist2h2bb",42,46.3333333333333,3
"ENSMUSG00000105906","Iglc1",43,46.6666666666667,3
"ENSMUSG00000022099","Dmtn",44,47,3
"ENSMUSG00000031827","Cotl1",45,51.3333333333333,3
"ENSMUSG00000006574","Slc4a1",46.5,51.6666666666667,3
"ENSMUSG00000104213","Ighd",46.5,51.6666666666667,3
"ENSMUSG00000045826","Ptprcap",48,52,3
"ENSMUSG00000005161","Prdx2",50,52.3333333333333,3
"ENSMUSG00000022797","Tfrc",50,52.3333333333333,3
"ENSMUSG00000041538","H2-Ob",50,52.3333333333333,3
"ENSMUSG00000029866","Kel",52,52.6666666666667,3
"ENSMUSG00000031974","Abcb10",53,53.6666666666667,3
"ENSMUSG00000026395","Ptprc",54,54.6666666666667,3
"ENSMUSG00000056201","Cfl1",55,58.3333333333333,3
"ENSMUSG00000026532","Spta1",56,59,3
"ENSMUSG00000076613","Ighg2b",57,59.3333333333333,3
"ENSMUSG00000004665","Cnn2",58,60,3
"ENSMUSG00000073400","Trim10",59,61.3333333333333,3
"ENSMUSG00000076617","Ighm",60,62,3
"ENSMUSG00000076621","Ighj1",61,62.6666666666667,3
"ENSMUSG00000028825","Rhd",62.5,64,3
"ENSMUSG00000076609","Igkc",62.5,64,3
"ENSMUSG00000069267","Hist1h3b",64,70.3333333333333,3
"ENSMUSG00000047139","Cd24a",65,70.6666666666667,3
"ENSMUSG00000022037","Clu",66,71.3333333333333,3
"ENSMUSG00000068105","Tnfrsf13c",67,71.6666666666667,3
"ENSMUSG00000028393","Alad",68,72,3
"ENSMUSG00000075031","Hist1h2bb",69,75.3333333333333,3
"ENSMUSG00000023926","Rhag",70,77.3333333333333,3
"ENSMUSG00000060586","H2-Eb1",71,78,3
"ENSMUSG00000024353","Mzb1",72,78.3333333333333,3
"ENSMUSG00000031543","Ank1",73,79.3333333333333,3
"ENSMUSG00000028581","Laptm5",74.5,79.6666666666667,3
"ENSMUSG00000064267","Hvcn1",74.5,79.6666666666667,3
"ENSMUSG00000036478","Btg1",76,80,3
"ENSMUSG00000030745","Il21r",77,80.3333333333333,3
"ENSMUSG00000032312","Csk",78.5,81.6666666666667,3
"ENSMUSG00000020372","Rack1",78.5,81.6666666666667,3
"ENSMUSG00000091694","Apol11b",80,84,3
"ENSMUSG00000047867","Gimap6",81,85.6666666666667,3
"ENSMUSG00000047880","Cxcr5",82,86.6666666666667,3
"ENSMUSG00000028906","Epb41",83,90.3333333333333,3
"ENSMUSG00000069310","Hist1h3c",84,91.6666666666667,3
"ENSMUSG00000099583","Hist1h3d",85,92,3
"ENSMUSG00000018293","Pfn1",86.5,93,3
"ENSMUSG00000022742","Cpox",86.5,93,3
"ENSMUSG00000076618","Ighj4",88,94,3
"ENSMUSG00000030000","Add2",89,95,3
"ENSMUSG00000031004","Mki67",90.5,97,3
"ENSMUSG00000051839","Gypa",90.5,97,3
"ENSMUSG00000028843","Sh3bgrl3",92.5,100.666666666667,3
"ENSMUSG00000054435","Gimap4",92.5,100.666666666667,3
"ENSMUSG00000040713","Creg1",94.5,102,3
"ENSMUSG00000025085","Ablim1",94.5,102,3
"ENSMUSG00000038893","Fam117a",96.5,102.333333333333,3
"ENSMUSG00000024338","Psmb8",96.5,102.333333333333,3
"ENSMUSG00000030577","Cd22",98.5,102.666666666667,3
"ENSMUSG00000051627","Hist1h1e",98.5,102.666666666667,3
"ENSMUSG00000038871","Bpgm",100,104,3
"ENSMUSG00000022885","St6gal1",101.5,104.333333333333,3
"ENSMUSG00000024164","C3",101.5,104.333333333333,3
"ENSMUSG00000035697","Arhgap45",103.5,105,3
"ENSMUSG00000021998","Lcp1",103.5,105,3
"ENSMUSG00000034059","Ypel4",105,106,3
"ENSMUSG00000054428","Atpif1",106.5,107.666666666667,3
"ENSMUSG00000020788","Atp2a3",106.5,107.666666666667,3
"ENSMUSG00000014453","Blk",108,109.333333333333,3
"ENSMUSG00000018168","Ikzf3",109,110,3
"ENSMUSG00000037922","Bank1",110,111,3
"ENSMUSG00000008193","Spib",111,112.666666666667,3
"ENSMUSG00000039236","Isg20",112,113.666666666667,3
"ENSMUSG00000024663","Rab3il1",113,114,3
"ENSMUSG00000049539","Hist1h1a",114,115,3
"ENSMUSG00000041202","Pla2g2d",115,119.666666666667,3
"ENSMUSG00000067149","Jchain",116,120.333333333333,3
"ENSMUSG00000018819","Lsp1",117.5,124,3
"ENSMUSG00000020143","Dock2",117.5,124,3
"ENSMUSG00000028684","Urod",119,124.666666666667,3
"ENSMUSG00000076612","Ighg2c",120,125.333333333333,3
"ENSMUSG00000023995","Tspo2",121,125.666666666667,3
"ENSMUSG00000027368","Dusp2",122,127.666666666667,3
"ENSMUSG00000056091","St3gal5",123.5,128.333333333333,3
"ENSMUSG00000024381","Bin1",123.5,128.333333333333,3
"ENSMUSG00000021457","Syk",125,129.333333333333,3
"ENSMUSG00000069300","Hist1h2bj",126,130.666666666667,3
"ENSMUSG00000029622","Arpc1b",127,131,3
"ENSMUSG00000041187","Prkd2",128.5,132,3
"ENSMUSG00000005413","Hmox1",128.5,132,3
"ENSMUSG00000090019","Gimap1",130,134.333333333333,3
"ENSMUSG00000034330","Plcg2",131,134.666666666667,3
"ENSMUSG00000030878","Cdr2",132,136,3
"ENSMUSG00000026875","Traf1",133,137.333333333333,3
"ENSMUSG00000006360","Crip1",134,137.666666666667,3
"ENSMUSG00000025728","Pigq",135,139,3
"ENSMUSG00000024661","Fth1",136,139.666666666667,3
"ENSMUSG00000004266","Ptpn6",137,140.333333333333,3
"ENSMUSG00000056054","S100a8",138.5,141.333333333333,3
"ENSMUSG00000040899","Ccr6",138.5,141.333333333333,3
"ENSMUSG00000040747","Cd53",140.5,142.666666666667,3
"ENSMUSG00000028542","Slc6a9",140.5,142.666666666667,3
"ENSMUSG00000032484","Ngp",142,144,3
"ENSMUSG00000028459","Cd72",143,144.666666666667,3
"ENSMUSG00000031162","Gata1",144,146,3
"ENSMUSG00000031015","Swap70",145,148.333333333333,3
"ENSMUSG00000028716","Pdzk1ip1",146.5,148.666666666667,3
"ENSMUSG00000037649","H2-DMa",146.5,148.666666666667,3
"ENSMUSG00000015854","Cd5l",148,150,3
"ENSMUSG00000021061","Sptb",149,153.333333333333,3
"ENSMUSG00000056071","S100a9",150.5,154,3
"ENSMUSG00000009585","Apobec3",150.5,154,3
"ENSMUSG00000076615","Ighg3",152,155,3
"ENSMUSG00000023571","C1qtnf12",153.5,156.666666666667,3
"ENSMUSG00000061132","Blnk",153.5,156.666666666667,3
"ENSMUSG00000003813","Rad23a",155,158.333333333333,3
"ENSMUSG00000040435","Ppp1r15a",156,160.666666666667,3
"ENSMUSG00000027808","Serp1",157.5,161.666666666667,3
"ENSMUSG00000001763","Tspan33",157.5,161.666666666667,3
"ENSMUSG00000028656","Cap1",159,164,3
"ENSMUSG00000026581","Sell",160.5,165.333333333333,3
"ENSMUSG00000049313","Sorl1",160.5,165.333333333333,3
"ENSMUSG00000076928","Trac",162,167.666666666667,3
"ENSMUSG00000020641","Rsad2",163,169,3
"ENSMUSG00000026447","Pik3c2b",164,169.333333333333,3
"ENSMUSG00000022504","Ciita",165,170.666666666667,3
"ENSMUSG00000002997","Prkar2b",166,171.666666666667,3
"ENSMUSG00000064225","Paqr9",167,172.333333333333,3
"ENSMUSG00000037972","Snn",168,173,3
"ENSMUSG00000038612","Mcl1",169,175.333333333333,3
"ENSMUSG00000001588","Acap1",170,175.666666666667,3
"ENSMUSG00000044167","Foxo1",171,176,3
"ENSMUSG00000025702","March8",172,178,3
"ENSMUSG00000023175","Bsg",173,180.333333333333,3
"ENSMUSG00000035711","Dok3",174,181.333333333333,3
"ENSMUSG00000031029","Eif3f",175,181.666666666667,3
"ENSMUSG00000021281","Tnfaip2",176.5,183,3
"ENSMUSG00000031207","Msn",176.5,183,3
"ENSMUSG00000029922","Mkrn1",178,184.666666666667,3
"ENSMUSG00000058799","Nap1l1",179.5,185.333333333333,3
"ENSMUSG00000005583","Mef2c",179.5,185.333333333333,3
"ENSMUSG00000038357","Camp",181,185.666666666667,3
"ENSMUSG00000091650","Apol11a",182,186.666666666667,3
"ENSMUSG00000018654","Ikzf1",183,187,3
"ENSMUSG00000025647","Shisa5",184.5,187.333333333333,3
"ENSMUSG00000043008","Klhl6",184.5,187.333333333333,3
"ENSMUSG00000006731","B4galnt1",186,188,3
"ENSMUSG00000026094","Stk17b",187,188.666666666667,3
"ENSMUSG00000039852","Rere",188,190.333333333333,3
"ENSMUSG00000025357","Dgka",189,192,3
"ENSMUSG00000036661","Dennd3",190,193,3
"ENSMUSG00000006519","Cyba",191,194,3
"ENSMUSG00000030468","Siglecg",192,198,3
"ENSMUSG00000007041","Clic1",193,199,3
"ENSMUSG00000062729","Ppox",194.5,199.666666666667,3
"ENSMUSG00000022564","Grina",194.5,199.666666666667,3
"ENSMUSG00000022587","Ly6e",196,206.666666666667,3
"ENSMUSG00000060981","Hist1h4h",197,207.333333333333,3
"ENSMUSG00000079659","Tmem243",198,208.333333333333,3
"ENSMUSG00000057069","Ero1lb",199,209,3
"ENSMUSG00000058794","Nfe2",200,211.666666666667,3
"ENSMUSG00000005103","Wdr1",201,212,3
"ENSMUSG00000015950","Ncf1",202,213,3
"ENSMUSG00000026880","Stom",203.5,214.666666666667,3
"ENSMUSG00000006782","Cnp",203.5,214.666666666667,3
"ENSMUSG00000052889","Prkcb",205,215,3
"ENSMUSG00000023274","Cd4",206,216.333333333333,3
"ENSMUSG00000017132","Cyth1",207,216.666666666667,3
"ENSMUSG00000019838","Slc16a10",208,218,3
"ENSMUSG00000038991","Txndc5",209.5,218.666666666667,3
"ENSMUSG00000031304","Il2rg",209.5,218.666666666667,3
"ENSMUSG00000057098","Ebf1",211.5,219.666666666667,3
"ENSMUSG00000056917","Sipa1",211.5,219.666666666667,3
"ENSMUSG00000038421","Fcrla",213,220.333333333333,3
"ENSMUSG00000050912","Tmem123",214,224.666666666667,3
"ENSMUSG00000031170","Slc38a5",215,225,3
"ENSMUSG00000025993","Slc40a1",216,227,3
"ENSMUSG00000008843","Cldn13",217,228,3
"ENSMUSG00000028063","Lmna",218,229.666666666667,3
"ENSMUSG00000028124","Gclm",219,230.666666666667,3
"ENSMUSG00000020077","Srgn",220,231,3
"ENSMUSG00000023216","Epb42",221,232,3
"ENSMUSG00000040385","Ppp1ca",222,235,3
"ENSMUSG00000020743","Mif4gd",223,241,3
"ENSMUSG00000030157","Clec2d",224,241.333333333333,3
"ENSMUSG00000013663","Pten",225,242,3
"ENSMUSG00000047181","Samd14",226,242.333333333333,3
"ENSMUSG00000051998","Lax1",227,243,3
"ENSMUSG00000028328","Tmod1",228,244,3
"ENSMUSG00000052013","Btla",229,244.666666666667,3
"ENSMUSG00000021451","Sema4d",230,247.333333333333,3
"ENSMUSG00000079033","Mef2b",231,248.333333333333,3
"ENSMUSG00000105547","Iglc3",232,248.666666666667,3
"ENSMUSG00000032496","Ltf",233,249.333333333333,3
"ENSMUSG00000058773","Hist1h1b",234,250,3
"ENSMUSG00000054191","Klf1",235,251.666666666667,3
"ENSMUSG00000026938","Fcna",236,252,3
"ENSMUSG00000029780","Nt5c3",237,252.666666666667,3
"ENSMUSG00000037822","Smim14",238,253.333333333333,3
"ENSMUSG00000042474","Fcmr",239,253.666666666667,3
"ENSMUSG00000044468","Tent5c",240,254,3
"ENSMUSG00000032011","Thy1",241,254.666666666667,3
"ENSMUSG00000045092","S1pr1",242,259.333333333333,3
"ENSMUSG00000062727","Hist1h2bk",243,259.666666666667,3
"ENSMUSG00000032220","Myo1e",244,261.666666666667,3
"ENSMUSG00000022285","Ywhaz",245,262,3
"ENSMUSG00000028121","Bcar3",246,263,3
"ENSMUSG00000029322","Plac8",247,263.333333333333,3
"ENSMUSG00000026028","Trak2",248,264.333333333333,3
"ENSMUSG00000000486","Sept1",249,264.666666666667,3
"ENSMUSG00000030104","Edem1",250,265.333333333333,3
"ENSMUSG00000025912","Mybl1",251,266.333333333333,3
"ENSMUSG00000032359","Ctsh",252,266.666666666667,3
"ENSMUSG00000030189","Ybx3",253,269.666666666667,3
"ENSMUSG00000030275","Etnk1",254,270.666666666667,3
"ENSMUSG00000074141","Il4i1",255,271,3
"ENSMUSG00000040627","Aicda",256.5,274,3
"ENSMUSG00000037071","Scd1",256.5,274,3
"ENSMUSG00000036427","Gpi1",258,274.333333333333,3
"ENSMUSG00000003746","Man1a",259,275.333333333333,3
"ENSMUSG00000096010","Hist4h4",260,275.666666666667,3
"ENSMUSG00000030403","Vasp",261,276.333333333333,3
"ENSMUSG00000019823","Mical1",262,277,3
"ENSMUSG00000053279","Aldh1a1",263,277.333333333333,3
"ENSMUSG00000027715","Ccna2",264,280,3
"ENSMUSG00000041237","Pklr",265,281.666666666667,3
"ENSMUSG00000041642","Kif21b",266,282.333333333333,3
"ENSMUSG00000048865","Arhgap30",267,283.333333333333,3
"ENSMUSG00000001175","Calm1",268.5,284.333333333333,3
"ENSMUSG00000062210","Tnfaip8",268.5,284.333333333333,3
"ENSMUSG00000026815","Gfi1b",270,286.333333333333,3
"ENSMUSG00000032411","Tfdp2",271,287,3
"ENSMUSG00000052160","Pld4",272,287.333333333333,3
"ENSMUSG00000021411","Pxdc1",273,288.666666666667,3
"ENSMUSG00000017002","Slpi",274,289.666666666667,3
"ENSMUSG00000026979","Psd4",275.5,290.666666666667,3
"ENSMUSG00000028717","Tal1",275.5,290.666666666667,3
"ENSMUSG00000020048","Hsp90b1",277,294.333333333333,3
"ENSMUSG00000027219","Slc28a2",278.5,294.666666666667,3
"ENSMUSG00000030067","Foxp1",278.5,294.666666666667,3
"ENSMUSG00000037336","Mfsd2b",280.5,295,3
"ENSMUSG00000034634","Ly6d",280.5,295,3
"ENSMUSG00000070738","Dgkd",282,295.333333333333,3
"ENSMUSG00000026594","Ralgps2",283,295.666666666667,3
"ENSMUSG00000076580","Igkv8-27",284,296,3
"ENSMUSG00000023927","Satb1",285,296.333333333333,3
"ENSMUSG00000024696","Lpxn",286,298,3
"ENSMUSG00000096727","Psmb9",287,298.333333333333,3
"ENSMUSG00000069274","Hist1h4f",288,300,3
"ENSMUSG00000031762","Mt2",289,300.333333333333,3
"ENSMUSG00000034484","Snx2",290,301,3
"ENSMUSG00000026755","Arpc5l",291,301.333333333333,3
"ENSMUSG00000047945","Marcksl1",292,301.666666666667,3
"ENSMUSG00000027074","Slc43a3",293,304,3
"ENSMUSG00000042770","Hebp1",294,307,3
"ENSMUSG00000035629","Rubcn",295,307.333333333333,3
"ENSMUSG00000064262","Gimap8",296,307.666666666667,3
"ENSMUSG00000042331","Specc1",297,309,3
"ENSMUSG00000063952","Brpf3",298,309.666666666667,3
"ENSMUSG00000025823","Pdia4",299,310,3
"ENSMUSG00000020490","Btnl10",300.5,310.333333333333,3
"ENSMUSG00000040481","Bptf",300.5,310.333333333333,3
"ENSMUSG00000035206","Sppl2b",302,311.666666666667,3
"ENSMUSG00000067341","H2-Eb2",303,313.666666666667,3
"ENSMUSG00000015312","Gadd45b",304,314,3
"ENSMUSG00000037415","Ranbp10",305,315,3
"ENSMUSG00000042228","Lyn",306,315.666666666667,3
"ENSMUSG00000039253","Fn3krp",307,316.333333333333,3
"ENSMUSG00000030536","Iqgap1",308,317,3
"ENSMUSG00000037337","Map4k1",309,318,3
"ENSMUSG00000015217","Hmgb3",310,318.333333333333,3
"ENSMUSG00000059923","Grb2",311,319,3
"ENSMUSG00000072620","Slfn2",312,319.666666666667,3
"ENSMUSG00000026712","Mrc1",313,320,3
"ENSMUSG00000016256","Ctsz",314,322,3
"ENSMUSG00000002985","Apoe",315,324,3
"ENSMUSG00000056737","Capg",316,325.666666666667,3
"ENSMUSG00000031662","Snx20",317,327,3
"ENSMUSG00000033885","Pxk",318,328,3
"ENSMUSG00000026656","Fcgr2b",319,329,3
"ENSMUSG00000032028","Nxpe2",320,330,3
"ENSMUSG00000021939","Ctsb",321,331,3
"ENSMUSG00000032294","Pkm",322.5,331.333333333333,3
"ENSMUSG00000022100","Xpo7",322.5,331.333333333333,3
"ENSMUSG00000020340","Cyfip2",324,334.666666666667,3
"ENSMUSG00000043931","Gimap7",325,336.333333333333,3
"ENSMUSG00000021025","Nfkbia",326,339.666666666667,3
"ENSMUSG00000079557","March2",327,342,3
"ENSMUSG00000021792","Prxl2a",328,342.666666666667,3
"ENSMUSG00000041112","Elmo1",329,343,3
"ENSMUSG00000040751","Lat2",330,343.333333333333,3
"ENSMUSG00000060802","B2m",331,344,3
"ENSMUSG00000052760","A630001G21Rik",332,345,3
"ENSMUSG00000045322","Tlr9",333,346,3
"ENSMUSG00000044199","S1pr4",334,346.333333333333,3
"ENSMUSG00000032000","Birc3",335,347.666666666667,3
"ENSMUSG00000036390","Gadd45a",336,352,3
"ENSMUSG00000027075","Slc43a1",337.5,354.333333333333,3
"ENSMUSG00000034449","Dhrs11",337.5,354.333333333333,3
